run_accession,study_accession,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,instrument,total_spots,total_size,run_total_spots,run_total_bases,run_alias,sra_url_alt,sra_url,experiment_alias,Alias,ENA checklist,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,SRA accession,Sample Name,Title,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),human gut environmental package,investigation type,project name,sequencing method,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2
ERR1995236,ERP022986,ERX2055105,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726303,,Illumina HiSeq 2000,33173188,4974439698,33173188,6240906453,ena-RUN-BGI-01-06-2017-09:23:40:410-26,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995236/ERAS3_Dag42_wHAXPI002143-62.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995236/ERR1995236.1,,ERAS3_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726303,ERS1726303,ERAS3_Dag42,2012-06-13,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995236/ERR1995236_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995236/ERR1995236_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995236/ERR1995236_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995236/ERR1995236_2.fastq.gz
ERR1995235,ERP022986,ERX2055104,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726301,,Illumina HiSeq 2000,34534157,5260034735,34534157,6442479276,ena-RUN-BGI-01-06-2017-09:23:40:410-25,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995235/ERAS3_Dag180_wHAXPI002144-63.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995235/ERR1995235.1,,ERAS3_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726301,ERS1726301,ERAS3_Dag180,2012-11-06,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995235/ERR1995235_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995235/ERR1995235_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995235/ERR1995235_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995235/ERR1995235_2.fastq.gz
ERR1995234,ERP022986,ERX2055103,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726300,,Illumina HiSeq 2000,39564254,5992654961,39564254,7288985197,ena-RUN-BGI-01-06-2017-09:23:40:410-24,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995234/ERAS3_Dag0_wHAXPI002141-59.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995234/ERR1995234.1,,ERAS3_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726300,ERS1726300,ERAS3_Dag0,2012-05-03,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995234/ERR1995234_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995234/ERR1995234_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995234/ERR1995234_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995234/ERR1995234_2.fastq.gz
ERR1995233,ERP022986,ERX2055102,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726299,,Illumina HiSeq 2000,30512785,4677862353,30512785,5734838714,ena-RUN-BGI-01-06-2017-09:23:40:410-23,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995233/ERAS2_Dag8_wHAXPI002138-56.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995233/ERR1995233.1,,ERAS2_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726299,ERS1726299,ERAS2_Dag8,2012-05-04,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995233/ERR1995233_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995233/ERR1995233_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995233/ERR1995233_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995233/ERR1995233_2.fastq.gz
ERR1995232,ERP022986,ERX2055101,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726298,,Illumina HiSeq 2000,35336330,5388398506,35336330,6560498725,ena-RUN-BGI-01-06-2017-09:23:40:410-22,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995232/ERAS2_Dag4opt_wHAXPI002137-55.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995232/ERR1995232.1,,ERAS2_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726298,ERS1726298,ERAS2_Dag4opt,2012-04-30,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995232/ERR1995232_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995232/ERR1995232_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995232/ERR1995232_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995232/ERR1995232_2.fastq.gz
ERR1995231,ERP022986,ERX2055100,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726297,,Illumina HiSeq 2000,38085107,5942093075,38085107,7050989048,ena-RUN-BGI-01-06-2017-09:23:40:410-21,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995231/ERAS2_Dag42_wHAXPI002139-57.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995231/ERR1995231.1,,ERAS2_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:22Z,public,ERS1726297,ERS1726297,ERAS2_Dag42,2012-06-06,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995231/ERR1995231_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995231/ERR1995231_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995231/ERR1995231_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995231/ERR1995231_2.fastq.gz
ERR1995230,ERP022986,ERX2055099,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726296,,Illumina HiSeq 2000,34750517,5401702813,34750517,6501640259,ena-RUN-BGI-01-06-2017-09:23:40:410-20,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995230/ERAS2_Dag180_wHAXPI002140-58.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995230/ERR1995230.1,,ERAS2_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726296,ERS1726296,ERAS2_Dag180,2012-10-24,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995230/ERR1995230_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995230/ERR1995230_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995230/ERR1995230_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995230/ERR1995230_2.fastq.gz
ERR1995229,ERP022986,ERX2055098,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726295,,Illumina HiSeq 2000,34758068,5320317812,34758068,6403194428,ena-RUN-BGI-01-06-2017-09:23:40:410-19,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995229/ERAS2_Dag0_wHAXPI002136-54.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995229/ERR1995229.1,,ERAS2_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726295,ERS1726295,ERAS2_Dag0,2012-04-26,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995229/ERR1995229_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995229/ERR1995229_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995229/ERR1995229_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995229/ERR1995229_2.fastq.gz
ERR1995228,ERP022986,ERX2055097,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726294,,Illumina HiSeq 2000,46447655,6813415660,46447655,8792226025,ena-RUN-BGI-01-06-2017-09:23:40:410-18,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995228/ERAS1_Dag8_wHAXPI002133-51.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995228/ERR1995228.1,,ERAS1_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726294,ERS1726294,ERAS1_Dag8,2012-05-01,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995228/ERR1995228_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995228/ERR1995228_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995228/ERR1995228_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995228/ERR1995228_2.fastq.gz
ERR1995227,ERP022986,ERX2055096,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726293,,Illumina HiSeq 2000,50138134,7473813157,50138134,9414162762,ena-RUN-BGI-01-06-2017-09:23:40:409-17,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995227/ERAS1_Dag42_wHAXPI002134-52.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995227/ERR1995227.1,,ERAS1_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726293,ERS1726293,ERAS1_Dag42,2012-06-04,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995227/ERR1995227_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/007/ERR1995227/ERR1995227_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995227/ERR1995227_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/007/ERR1995227/ERR1995227_2.fastq.gz
ERR1995226,ERP022986,ERX2055095,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726292,,Illumina HiSeq 2000,40426770,6151888358,40426770,7643232269,ena-RUN-BGI-01-06-2017-09:23:40:409-16,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995226/ERAS1_Dag180_wHAXPI002135-53.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995226/ERR1995226.1,,ERAS1_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726292,ERS1726292,ERAS1_Dag180,2012-10-23,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995226/ERR1995226_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/006/ERR1995226/ERR1995226_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995226/ERR1995226_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/006/ERR1995226/ERR1995226_2.fastq.gz
ERR1995225,ERP022986,ERX2055094,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726291,,Illumina HiSeq 2000,35066932,5311287522,35066932,6550265131,ena-RUN-BGI-01-06-2017-09:23:40:409-15,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995225/ERAS1_Dag0_wHAXPI002132-48.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995225/ERR1995225.1,,ERAS1_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:09Z,2017-05-11T07:04:21Z,public,ERS1726291,ERS1726291,ERAS1_Dag0,2012-04-23,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995225/ERR1995225_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/005/ERR1995225/ERR1995225_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995225/ERR1995225_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/005/ERR1995225/ERR1995225_2.fastq.gz
ERR1995224,ERP022986,ERX2055093,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726347,,Illumina HiSeq 2000,19110943,2897837406,19110943,3576064582,ena-RUN-BGI-01-06-2017-09:23:40:409-14,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995224/ERAS12_Dag8_wHAXPI002215-140.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995224/ERR1995224.1,,ERAS12_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726347,ERS1726347,ERAS12_Dag8,2012-10-16,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995224/ERR1995224_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/004/ERR1995224/ERR1995224_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995224/ERR1995224_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/004/ERR1995224/ERR1995224_2.fastq.gz
ERR1995223,ERP022986,ERX2055092,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726346,,Illumina HiSeq 2000,17288541,2580000740,17288541,3267163450,ena-RUN-BGI-01-06-2017-09:23:40:409-13,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995223/ERAS12_Dag4opt_wHAXPI002214-133%2B1.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995223/ERR1995223.1,,ERAS12_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726346,ERS1726346,ERAS12_Dag4opt,2012-10-12,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995223/ERR1995223_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/003/ERR1995223/ERR1995223_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995223/ERR1995223_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/003/ERR1995223/ERR1995223_2.fastq.gz
ERR1995222,ERP022986,ERX2055091,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726345,,Illumina HiSeq 2000,27756675,4200919070,27756675,5198819150,ena-RUN-BGI-01-06-2017-09:23:40:409-12,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995222/ERAS12_Dag42_wHAXPI002189-142.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995222/ERR1995222.1,,ERAS12_Dag42,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726345,ERS1726345,ERAS12_Dag42,2012-11-20,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995222/ERR1995222_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/002/ERR1995222/ERR1995222_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995222/ERR1995222_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/002/ERR1995222/ERR1995222_2.fastq.gz
ERR1995221,ERP022986,ERX2055090,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726344,,Illumina HiSeq 2000,30255731,4643407047,30255731,5673883869,ena-RUN-BGI-01-06-2017-09:23:40:409-11,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995221/ERAS12_Dag180_wHAXPI002190-169.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995221/ERR1995221.1,,ERAS12_Dag180,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726344,ERS1726344,ERAS12_Dag180,2013-04-10,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995221/ERR1995221_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/001/ERR1995221/ERR1995221_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995221/ERR1995221_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/001/ERR1995221/ERR1995221_2.fastq.gz
ERR1995220,ERP022986,ERX2055089,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726343,,Illumina HiSeq 2000,31814554,4822035777,31814554,5970930680,ena-RUN-BGI-01-06-2017-09:23:40:409-10,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995220/ERAS12_Dag0_wHAXPI002187-110.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995220/ERR1995220.1,,ERAS12_Dag0,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726343,ERS1726343,ERAS12_Dag0,2012-10-08,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995220/ERR1995220_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/000/ERR1995220/ERR1995220_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995220/ERR1995220_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/000/ERR1995220/ERR1995220_2.fastq.gz
ERR1995219,ERP022986,ERX2055088,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726342,,Illumina HiSeq 2000,25946686,3928683715,25946686,4838287059,ena-RUN-BGI-01-06-2017-09:23:40:409-9,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995219/ERAS11_Dag8_wHAXPI002186-106.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995219/ERR1995219.1,,ERAS11_Dag8,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726342,ERS1726342,ERAS11_Dag8,2012-08-28,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995219/ERR1995219_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/009/ERR1995219/ERR1995219_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995219/ERR1995219_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/009/ERR1995219/ERR1995219_2.fastq.gz
ERR1995218,ERP022986,ERX2055087,Illumina HiSeq 2000 paired end sequencing,Illumina HiSeq 2000 paired end sequencing,408170,human gut metagenome,WGS,METAGENOMIC,other,PAIRED,ERS1726341,,Illumina HiSeq 2000,35457808,5032308929,35457808,6782683327,ena-RUN-BGI-01-06-2017-09:23:40:409-8,http://ftp.sra.ebi.ac.uk/vol1/run/ERR199/ERR1995218/ERAS11_Dag4opt_wHAXPI002210-105.clean.pair.rmhost.2.fq.gz,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1995218/ERR1995218.1,,ERAS11_Dag4opt,ERC000015,BGI,Beijing Genome Institute,2018-05-24T17:04:10Z,2017-05-11T07:04:23Z,public,ERS1726341,ERS1726341,ERAS11_Dag4opt,2012-08-24,human gut,human-associated habitat,faeces,Denmark,55.65,12.47,human-gut,metagenome,Antibiotic,Illumina,,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995218/ERR1995218_1.fastq.gz,http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR199/008/ERR1995218/ERR1995218_2.fastq.gz,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995218/ERR1995218_1.fastq.gz,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR199/008/ERR1995218/ERR1995218_2.fastq.gz
