Species	alien-11-0-0	alien-11-2-0	alien-11-7-0	alien-12-7-0	alien-13-7-0	alien-11-60-0	alien-11-376-0	alien-11-377-0	alien-11-378-0	alien-11-380-0	alien-11-392-1	alien-11-392-2	alien-11-392-3	alien-13-392-1	alien-13-392-2	alien-13-392-3	alien-11-600-0	alien-11-630-0	alien-11-632-0	alien-11-637-0	alien-11-773-0	bugkiller-11-0-0	bugkiller-11-2-0	bugkiller-11-7-0	bugkiller-12-7-0	bugkiller-13-7-0	bugkiller-11-60-0	bugkiller-11-392-1	bugkiller-11-392-2	bugkiller-11-392-3	bugkiller-13-392-1	bugkiller-13-392-2	bugkiller-13-392-3	bugkiller-11-600-0	bugkiller-11-773-0	peacemaker-11-0-0	peacemaker-11-2-0	peacemaker-11-7-0	peacemaker-12-7-0	peacemaker-13-7-0	peacemaker-11-60-0	peacemaker-11-392-1	peacemaker-11-392-2	peacemaker-11-392-3	peacemaker-13-392-1	peacemaker-13-392-2	peacemaker-13-392-3	peacemaker-11-600-0	peacemaker-11-773-0	scavenger-11-0-0	scavenger-11-2-0	scavenger-11-7-0	scavenger-12-7-0	scavenger-13-7-0	scavenger-11-60-0	scavenger-11-392-0	halbarad-11-0-0	halbarad-11-2-0	halbarad-11-7-0	halbarad-12-7-0	halbarad-13-7-0	halbarad-11-392-0	tigress-11-0-0	tigress-11-2-0	tigress-11-7-0	tigress-11-60-0	daisy-11-0-0	daisy-11-2-0	daisy-11-7-0	daisy-11-60-0
Bifidobacterium adolescentis	0	0	0	7.67275279025846e-05	0	0	0.000291937536720268	0.000125578408168098	0.000215823659669507	7.39452472433203e-05	0	0.000309753463880686	0.000115412386872347	0	0.000182629085624131	6.62136201153825e-05	0.000190383778130511	0	0	0	0.000870279410909559	0.00018966575157389	0.00547675200604329	0.000186334914479191	0	0	0.000239679456222997	0.00340643132646357	0.00214618055603472	0.0037669575948386	0.0171935009884349	0.0177791060414467	0.0148403098343343	0.00206196407265828	0.0012184436326508	0.0333493593483464	0.0443032192821729	0.0571409976021087	0.0693988442104193	0.0497599992251632	0.0240565279373958	0.00515962009266012	0.00404033290155529	0.0087040591061581	0.00610942914223603	0.009060765150884	0.0310469105856759	0.0221599087204579	0.0298293085880977	0.000355595503952175	0.000287638745964607	0.00134316574992502	0.00582520133585859	0.00528827248776568	0.0238665761472023	0.00884715934868964	0	0	0	0	0	0	0	0.000558086207234746	0	0	0.0208120452433479	0.0105618759810562	0.00690390113309587	0.0185028180452159
Bifidobacterium angulatum	0	0	0	0	0	0.00153015985873372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141568554865664	0.000140324436001947	0.000337075480791965	0	0	0.00034644531846612	0.000240451665032146	0.000441404004213928	0.000868045582038007	0	0.000153505647731787	0	0	0	0.000503199105707425	0	0	0.000111132942429578	0.000224505583954574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318906404134141	0	0	0.000125072387279735	0	0.000178241853694386	7.50317033463741e-05
Bifidobacterium animalis	0	0	0	0	0	0	0	0	0	0	0.000289099306721794	0.000167783126268705	9.79256615886576e-05	0.000127069748043301	0.000114143178515082	9.93204301730738e-05	0	0	0	0	0	0	0.000147846591712436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171865117519183	0.00118081952658012	0.000719810725179805	0	5.6593200553163e-05	0	0	0	0	0	0	0
Bifidobacterium bifidum	0	0	0	0	0	0.00565466482774846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000586243876703226	0	0	0	0	0.00338022800856769	0.00519653903151	0.00392782411134416	0.00856489756937267	0.00545862056047574	0.00687633980815609	0.00130855412303314	0	0.00952991122180651	0.0117540788923214	0.010811066752266	0.00286175027368659	0.00122365594702703	0.000714897730865181	0.000157374033327324	0.000247873184144496	0.000218289564324105	0.000118399789578218	0.000180802041209202	0.000620365566575141	0.00109651169863851	0.00169626441210123	0	0	0	0	0	6.76777999353533e-05	0.00501779186940606	0	0	0	0	0	8.74892157390322e-05	0	0	0	0	0	0	0	0
Bifidobacterium breve	0	0	0	0	0	0	0	0.000188367612252147	8.2218537016955e-05	0	0	0	8.81330954297919e-05	0	0	0.000132427240230765	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000476641530386853	0	0.00383553458405322	0	0	0	0.000266496398820093	0	0	0	0	0	0.00017985603808837	0	0	0	0	0	0	0.000174615454186891	0	0	0	0	0	0	0.000330117886145136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium catenulatum-Bifidobacterium pseudocatenulatum complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215270628036365	0.0102892657014945	0.00506085627725484	0.00667267511270942	0.00716851237652008	0.00836960661130705	0.000628879629500966	0.000596161265565201	0.00187677602589823	0.00483907060268088	0.00385424450885348	0.00427861143618601	0.000587454151754494	0	0.0020227076670445	0.00232035856756021	0.00457477772669266	0.00239692586524043	0.00147682614296366	0.00155698585556527	0.000202338042849416	0	0.00019218972511144	0.000917598369231186	0.000265668305450256	0.000657481455173654	0.00237824496799298	0.000848132206050613	0.000136523273838782	0.000639197213254681	0.00131134794874236	0.000754087748951286	0.000650651327028762	0.00748516467285007	0.000330117886145136	0	0	0	0	0	0	0.00013833893468551	0.000283472359230347	0.00123750549660556	0.000410170925599692	0.00039227248737735	0.000488071903006295	0.000819912526994174	0.00137103385205647
Bifidobacterium dentium	0	0	0	0	0	0	0	0	0	0	0.000351255657666979	0.000252391711310189	0.000266235392444163	0.000690189368319404	0.000493098531185155	0.000602543943049981	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304305827056356	0	4.6774812000649e-05	0	0	0	7.99489196460278e-05	0.000120225832516073	0.000174895926197972	0.000392020585436519	0.000271253781360672	0.000131576269484389	0	0	0	0	0.000123978542543453	0.000143161284594263	0	0	0	0	4.54540016895098e-05	0	0	0	0	0	0	0	8.08780497657618e-05	0	0.000174978431478064	0	0	0	0	0	0	0	0
Bifidobacterium longum	0	0	0	0	0	0.0139477534448361	0.000291937536720268	0.000125578408168098	0	0.000353293959051419	0.00837159317439634	0.00617441904668835	0.00718284727752804	0.0080361583815174	0.00620938891122047	0.00881303283735741	0.00260679326978699	0.00407729126220077	0.00866043908148282	0.00811756390291838	0.00113381472548076	0.0149456612240225	0.0321873133261699	0.0141411260552026	0.00929610599722403	0.00827198549002204	0.0237151927411918	0.021542303470153	0.0209749405268023	0.0183777808250295	0.0990979884059647	0.073899950705389	0.0839632550954066	0.00363487256398093	0.00508597538797497	0.019514804477235	0.0217645188924552	0.0214327007740787	0.0089604705242633	0.004442534152507	0.0104463583651242	0.00199640202278091	0.00168553765218258	0.00270773968268117	0.00445075572641754	0.00278951720722769	0.00837970719158421	0.00483798742710098	0.00742909386904227	0.0162780191853822	0.0575565130675178	0.0227827853013739	0.0481097861847713	0.0155394917997827	0.132577733809724	0.0129296172073512	0.0273594984269591	0.0415528137194816	0.0210497276570616	0.0118675058356294	0.0098531468118875	0.0771946513537394	0.00178268581742464	0.00357175172630237	0.00797329490850926	0.00104664305153025	0.00741679256568827	0.00383624515762948	0.00193689481014566	0.00447939268977854
Bilophila wadsworthia	0	0	0	0	0	0	0	0	0	0	0	0.000103251154626895	0	0	0	0	0	0	0	0	0.00212053997306132	0.00339501695317262	0.0129539326790827	0.000141614535004185	0.000187036128231754	0.000208560210455697	9.58717824891987e-05	0	0.00131155478424344	0	0.00017696069358208	0.000346133608804803	0.000119849059837143	0.000293727075877247	0.00219046046319245	0.00178552587209462	0.000352662442047148	0.00106936366303903	0.00144487587203746	0.00156724407008388	0.00138593670523556	0.00154451372708388	0.00282575429924726	0.00193898078223542	0.00184111672794128	0.0021076352232387	0.00322590094619073	0.00092610785357982	6.65201730235775e-05	9.12800958805807e-05	0	0	0	0	0	0	0.00179590007204621	0.00299321115775926	0.00481402292527556	0.00468014314644541	0.00424806329614311	0.000577428823877612	0.000594228605808212	0.00154669606005058	0.000869386772931756	0.000997139663957871	0.00358957751492839	0.00394362097629086	0.00338659522019333	0.00331640128790974
Blautia hansenii	0	0	0	0	0	0	0	0	0	0	0.000383779329673181	0.000516255773134477	0.000521454147959602	0.000181910376146199	0.000255680719873784	0.000143462843583329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104430843595406	0.000165011291907922	0	0	0	0
Blautia obeum Cluster1618	0.00121574225808204	0.00143079893892735	0.000856371519572387	0.000261441946927325	0.000150026848720176	0.00321144661709545	0	0	0	0	0	0.000137668206169194	0.000100985838513303	7.13374024102743e-05	0	0	0.0039131188858825	0.00495698081534683	0.00138179769897643	0.00450706533117259	0.00164862789813149	0.000455197803777335	8.81569739403347e-05	0.00123726383214183	0.000302482566002389	0.00042307928406727	0.000584817873184112	0.000316623424575139	0.000367632780431874	0.000476641530386853	0.000368078242650726	0.000181902046669191	0.000423752032995614	0.000381845198640421	0.000759815973169882	0.00097804178366974	0.00153087560070466	0.00114931608644381	0.000324817056504545	0.000254509720782852	0.00142540958608088	0.00078237376568441	0.000433778072252869	0.000837093024929827	0.000138133087841254	0.000206630904239088	0.000276778483548909	0.00154845233118546	0.00158650612661232	0.00571175278223181	0.00681703827936118	0.00455903636945784	0.000480794202351491	0.000775244134332141	0.0032756055168711	0.00463265433557007	0.0027391472908954	0.0028971722970825	0.00104978693074545	0.00181706018473745	0.00165202461516677	0.0100320967380757	0.000905491208850608	0.00140318817819022	0.000986871471976588	0.000671831688482254	0.000336132040814287	0.000466379818428237	0.00120016181487553	0.000615259967440268
Blautia obeum Cluster1619	0.00116766205578501	0.00105444366247481	0.00091131867497531	0.000294122190293241	0.000228612340906935	0.00367322325484774	0	0	8.2218537016955e-05	0	0	0	0	0	0	0	0.00180295065101373	0.00360719261210685	0.00103659275365535	0.00233565064205031	0.00139598810044178	0.000113799450944334	0	0.00033954362193986	0.000148338998252771	0.000357531789352623	0.000210917921476237	0.000185606835095771	0.000335340711880426	0.000321733033011126	0.000188758073154219	0.000192946099502677	0.000202245288475179	0.000283236823167345	0.000174932606435508	7.61418282343122e-05	0.000120225832516073	8.92326154071284e-05	0	0	0.000114032766886471	8.99280190441851e-05	0	0.000170835311210169	5.91998947891088e-05	0.00017219242019924	0.000159068093993626	9.2610785357982e-05	6.23626622096039e-05	0.00107595861810926	0.00086291623789382	0.000686860469974815	8.09758656591985e-05	8.65227828495693e-05	0.000657978610482601	0.000522686653063132	0.000621726038789487	0.000586904148580248	0.000284942166916622	0.000299548332465784	0.000288448742330705	0.00582613369995481	0	0	0	0	0.00027359584717442	0.000451466510280823	0.000727820902585408	0.000515842960506322
Bulleidia extructa	0	0	0	0	0	6.29695415116755e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio crossotus	0	0	0	0	0	0	0	0	0.000123327805525432	0	0	0.000103251154626895	0	0	0	0	0	0	0	0	0.000112360017840436	0	0	0	0	9.53418104940327e-05	0	0	9.93602109275335e-05	0	0	0	0	0.000832716260111996	6.84518894747641e-05	2.66496398820093e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338838054392524	0	0	0	0	0	0
Campylobacter concisus	0	0	0	0	0	0	0	0	0	0.000184863118108301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7614380601259e-05	0	0
Campylobacter gracilis	0	0	0	0	0	0	0	0	0	0	0.000269481853765672	0.000172085257711492	9.79256615886576e-05	0.000133757629519264	0.000136971814218099	9.10437276586509e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83231326965546e-05	0	0	0	0	0
Capnocytophaga sp. oral taxon 329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142249313680417	0	0	0	0	0	0	0	0	0	0	0	0.000158612620973713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27270008447549e-05	0	0	0	0	0.00206768316900275	0.00174470596896128	0.00241750933194523	0.0034292293100683	0.00225383358212037	0.0010965315039292	0	0.00015945320206707	0	0	0	0	0	0
Catonella morbi	0	0	0	0	0	0	0.000948796994340872	0.000143518180763541	0.000176182579322046	7.39452472433203e-05	0	0	0	5.35030518077057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44160664700154e-05	6.01129162580365e-05	0	0	0	0	0	0	0	0	0	0	0	4.98901297676831e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter sp. 30_2	0	0	0	0	0	0	0	0	0	0	0.00023850692804548	0.000189293783482642	0.000241316808914906	0.000180572799851007	0.000304381809373552	0.000209676463698711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40044111649685e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter youngae	0	0	0	0	0	0	0	0	0	0	8.67297920165381e-05	0	0	5.35030518077057e-05	0	6.62136201153825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales bacterium 1_7_47FAA	0	0	4.02052356606754e-05	0	6.66785994311892e-05	0	0	0	0	0.000258808365351621	0.001515603115489	0.00132161477922426	0.00106494156977665	0.00108789538675668	0.00139711250502461	0.00126468014420381	0	8.7270789002585e-05	0.00022003148072873	0.000121157670192812	0.000217910337629937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101169021424708	0	0.000128126483407627	0	0.000103315452119544	0.000167021498693307	0	0	9.52487957014755e-05	0	2.27270008447549e-05	0	0	0	0	6.21726038789488e-05	9.33711145468576e-05	5.99878246140257e-05	6.47024398126094e-05	8.85013186696482e-05	0	5.6593200553163e-05	0.000199316502583838	0	0	0	0	0	0.000225095110039122
Clostridium butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62136201153825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. 7_2_43FAA	0	0	0	0	0	0	0	0	0.0237776009053034	0.00275815772217585	6.50473440124036e-05	0	0	0	0	6.62136201153825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100188193763394	2.49851323139959e-05	0	0	0	0	0	0.000370143174288699	0	0	0.000349949806785977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. HGF2	0.0001602673409901	9.12499323295506e-05	5.62873299249456e-05	0.00010230337053678	0	0	0	0	0	0	0.00224413336842792	0.00171396916680646	0.00187282827788308	0.00104865981543103	0.000894882519558244	0.000426709996299132	0.000161093966110432	0.000139633262404136	0.000413659183770013	0.000128730024579862	0	0.000126443834382593	0	0	0	0	0	0	9.93602109275335e-05	0	0	0.000120278088001669	0	0	8.80095721818396e-05	3.33120498525116e-05	7.01317356343759e-05	6.10747678786567e-05	0.000140007351941614	0	5.26305077937556e-05	6.74460142831388e-05	0	0	0	0	0.000127254475194901	0	0	7.54052965970014e-05	0	7.14277169406583e-05	0.000120198550587873	0	5.0758349951515e-05	0	0	8.00323838973065e-05	3.99918830760171e-05	0	7.86678388174651e-05	0	0	0	0	0	7.29588925798453e-05	0	0	0
Clostridium sp. L2-50	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13374024102743e-05	0	0	0	0	0	0	0	0	5.14249014651952e-05	0	0	0	0	0	0	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0.000144641632967361	0	0	0	0.000146048153408929	0	0	0	0	0	0	0	0.000200080959743266	0	0	0	0	0	0.00015945320206707	0	0	0	0	0	0
Collinsella aerofaciens	0.0102822946912363	0.00954839291896417	0.00396021571257653	0.000591086140879171	0.000488976395828721	0.0122097940991139	0.000187674130748744	0.000188367612252147	0.000369983416576298	0	0	0	0	0	0	6.62136201153825e-05	0.0103041558686636	0.0143333543857846	0.0331103372200593	0.00830535829171724	0.00564455871442045	0.0399720571441972	0.0813233391770597	0.0172956067619585	0.0083476158886331	0.00746049667115806	0.0304297037620717	0.0198359116471763	0.0181034304309966	0.0152421024389021	0.0452594669905527	0.0281256944559903	0.0351906801946812	0.00494342668701407	0.0130948464565224	0.0113740663016416	0.0113893938670227	0.00901963276535253	0.00213931233766786	0.00200125012026095	0.00938577388988642	0.00382943481096488	0.00306743065378814	0.00263845647313483	0.00149775733816445	0.00215929294929847	0.00322590094619073	0.00565296233825122	0.00499899100272185	0.000158747992835792	0	0	0	0	3.38388999676766e-05	0.00568903157123451	0.000245137695294141	0.000264106866861112	0.000224954342302596	0.000284998842031732	0.00047200703290479	0.00106153581763359	0	0.00026575533677845	0	0	0.0103372328086701	0.00559330400845214	0.00285186965911017	0.00402169929936565
Collinsella intestinalis	0	0	0	0	0	0	0.000204356275704188	0	8.2218537016955e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00752775053577e-05	0	0	0	0	8.09352171397666e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000932589058184231	0.000648262309568183	0.000581881898756049	0.000323512199063047	0.000548708175751819	0.00016331320271286	0	0	0	0	0	0	0	0
Collinsella stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.80125922914921e-05	0	0	0	0	0	0	0	0	0	0	0	7.0784277432832e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90008791130988e-05	0	0	0	0	0	0	0	0	0
Coprobacillus sp. 29_1	0	0	0	0	0	0	0	0	0	7.39452472433203e-05	0	0	0	5.35030518077057e-05	0	6.62136201153825e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.93602109275335e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00323838973065e-05	0	0	5.90008791130988e-05	0.000775737712886086	0	0	0	0	6.25361936398674e-05	0	0.000237655804925848	0.000168821332529342
Coprococcus catus	0.00289168073814994	0.00287619786702743	0.00127450597044341	0.000191818819756462	6.66785994311892e-05	0.00275806591821139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000943824149859663	0.000158054792978241	0.000146928289900558	0.000335402846062544	0.000158013280747517	0.000208560210455697	0.000415444390786528	0.000305705375451858	0.00023846450622608	0.000268110860842605	0.000962666173086515	0.000530114536007356	0.00120705124550266	0.000290789805118475	0.000741562135976611	0.00176953608816542	0.00273714145361593	0.00178893547368211	0.000879246170193337	0.000399345844780989	0.00228942708902837	0.00168615035707847	0.000557714664325117	0.00184502136106982	0.000408479274044851	0.000402930263266221	0.00160340638745575	0.00182998911867372	0.00214527558001037	0.000663566610053613	0.00043145811894691	0.000420449515627966	0.00013013978409514	0.000161509194652529	0.00092718585911434	0.000616220054137587	0	0	0	0	0	0	0.0014940604946035	0.00125968029632986	0.0010730269179428	0.000749622726095988	9.82711614340774e-05	0.000281997099514748	0.00030555746347609	0.000615259967440268
Coprococcus comes	0.00946340489655828	0.00644021744619228	0.0028590389803147	0.000483099249757014	0.000819899815227956	0.00914457675063999	0.000389250048960358	0	0.000411092685084775	9.85936629910937e-05	0.000162618360031009	0.000103251154626895	0	8.91717530128428e-05	0	0	0.00462128145205684	0.00804442739517161	0.00697255314487043	0.00425398042010317	0.00170923421078482	0.00748126020097009	0.000737090254334465	0.00314284889088236	0.00105843816627702	0.00111894208149247	0.00366443257514271	0.00319292281027497	0.00546481160101434	0.00287474423014571	0.00566274219462656	0.00622104999608632	0.00828955997206907	0.00290789805118475	0.00965932218143894	0.00630708143874219	0.0091727857401152	0.00484433954310255	0.000566251956741639	0.000756831538117429	0.00700765464883524	0.00623500932039683	0.0025613562361598	0.00367295919101863	0.00124319779057128	0.00156121127647311	0.00287383023148484	0.00299647341069382	0.00671853747538133	0.00163686819279573	0.000575277491929213	0.00184088706842515	0.000821005304600207	0.000638345864579045	0.00192505742038338	0.00476836946654085	0.00625870879048084	0.00382376945287131	0.00132973011227757	0.00358259805629078	0.00264192825361987	0.0128576743723141	0.00267874482618305	0.00287015763720726	0.00475160338359098	0.0028287650041358	0.00410654338235129	0.00446856942307985	0.00246897975117408	0.00312632097276559
Coprococcus eutactus	0.0124665095955871	0.0161694880087964	0.0188964607605175	0.0378778229412426	0.0460082336075206	0.00513201763320155	0	0.000125578408168098	0	7.39452472433203e-05	0	0	0	0	0	0	0.0415915330685116	0.0292880767892675	0.0033444785070767	0.0284417630777625	0.000888665595647085	0	0.000462824113186757	0	0	0	0	0	0	0	0	4.6774812000649e-05	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367706542941211	0.00232093913302189	0.00317935470454336	0.00609281308235405	0.0023305347249674	0.0186060398805008	0.0091775306897046	0.0107365156058494	0.00547143026980217	0.00652973255121348	0	0	0	0
Desulfovibrio piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248400527318834	0	0	0	0	0.000132177184144761	0	0	0	0	0	0	0	0	0	0	0.000147999736972772	0	0	0	0	0.000211663990447723	0	0	0	0	0	0	0	8.00323838973065e-05	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio sp. 3_1_syn3	0	0	0	0	0	0	0	0	0	0	0.00686899952770982	0.00471857776644912	0.00462698751006407	0.0062170546200554	0.00615460018553323	0.00747551771102669	0.00106614915753086	0.00182919573749418	0.000273816953795753	0.000219598277224471	0.00371400931698023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister invisus	0.000460196221985858	0.000204399848418193	0.000142951949015735	0.000138109550224652	0.000190510284089112	0	0.000194625024480179	0.000125578408168098	9.39640423050914e-05	9.85936629910937e-05	0.0396333467067575	0.0335876006001291	0.0420982419169639	0.0376821993881671	0.0351652304369265	0.0375629866914565	0.0229046329997014	0.0359136750903438	0.0167047900169252	0.0154354871825642	0.0471728213082456	0	0	0	0	0	9.58717824891987e-05	0	0	0	0.00012134447559914	5.61297744007788e-05	0.000764037756461788	0.000832716260111996	6.84518894747641e-05	0.0217327813237786	0.018370507208456	0.0192535429611653	0.0333329503502595	0.0289578481257037	0.0234995217299119	0	0	0	0.00187663666481475	0	9.54408563961756e-05	0	0	0.0137253514605826	0.0102111754817435	0.0354904845191693	0.0289944208975968	0.0274381048972554	0.00376965345639918	0	0.00308553751250668	0.00158464120116667	0.00118475953612701	0.000501443908547723	0.000365805450501213	5.83261438260215e-05	0	0	7.83231326965546e-05	0	0	0	0	0
Dorea formicigenerans	0.00355106636965207	0.00254769811064105	0.00142728586595398	0.000591086140879171	0.000315612037307629	0.00287770804708357	0	0	9.8662244420346e-05	0	0.000108412240020673	0.000103251154626895	0.000367221230957466	5.35030518077057e-05	9.13145428120657e-05	6.62136201153825e-05	0.00287625954037172	0.00234583880838949	0.0016986430312258	0.00130850283808237	0.00140960749654365	0.00697021637034045	0.000272551977765535	0.00204223066269194	0.00116478361236741	0.0018949184835689	0.00235844584923429	0.00176435673832215	0.00183816390215937	0.0014612041915922	0.00558487948945044	0.00393843917045465	0.0072538643466431	0.00429575848470474	0.00677673705800165	0.00367498533972908	0.00764636294802225	0.00200880463804527	0.000924048522814653	0.000626897628033552	0.00352624402218163	0.00360836176414793	0.00218128402047157	0.00302378500841999	0.00259887538124188	0.00238658694396146	0.00334042997386614	0.00219302339727701	0.00471461726304605	0.00335275760869194	0.00696085765234348	0.00434085716134819	0.00263677662552765	0.00113517891098635	0.00403359687614706	0.00513883509432595	0.000255795855959103	0.000712288216686028	0.00025794764584031	0.000361255288953736	0.000265503956008945	0.00292797242006628	0.000990381009680353	0.00108428177405608	0.00124533780987522	0.00156289266478503	0.00253271584241463	0.00522236936216735	0.00339847801043962	0.00406671832137348
