Species	158458797-stool1	158499257-stool1	158742018-stool1	158802708-stool1	158944319-stool1	159247771-stool1	159146620-stool1	159166850-stool1	159733294-stool1	158337416-stool1	158883629-stool1	159369152-stool1	159591683-stool1	159207311-stool1	159227541-stool1	159268001-stool1	159571453-stool1	763496533-stool1	763678604-stool1	763536994-stool1	763820215-stool1	763577454-stool1	763840445-stool1	763961826-stool1	763860675-stool1	764062976-stool1	763577454-stool2	763901136-stool1	763759525-stool1	764143897-stool1	763982056-stool1	764042746-stool1	764285508-stool1	764487809-stool1	764224817-stool1	763435843-stool1	764002286-stool1	764325968-stool1	764447348-stool1	764508039-stool1	764588959-stool1	764649650-stool1	764669880-stool1	765074482-stool1	159753524-stool1	159915365-stool1	160421117-stool1	159611913-stool1	159490532-stool1	159551223-stool1	159814214-stool1	159510762-stool1	159632143-stool1	160319967-stool1	160502038-stool1	160582958-stool1	160603188-stool1	160158126-stool1	160178356-stool1	160218816-stool1	765094712-stool1	765013792-stool1	765135172-stool1	763961826-stool2	763496533-stool2	765034022-stool1	765560005-stool1	763597684-stool1	765620695-stool1	763678604-stool2	764669880-stool2	764892411-stool1	160643649-stool1	160400887-stool1	160704339-stool1	160765029-stool1	158479027-stool1	158256496-stool1	158337416-stool2	638754422-stool1	158499257-stool2	158924089-stool1	246515023-stool1	158802708-stool2	159005010-stool1	159268001-stool2	159369152-stool2	159247771-stool2	159510762-stool2	159207311-stool2	158944319-stool2	159551223-stool2	159713063-stool1	159571453-stool2	159591683-stool2	159611913-stool2	764811490-stool1	764447348-stool2	550534656-stool1	763759525-stool2	159814214-stool2	604812005-stool1	604812005-stool2	404239096-stool1	765074482-stool2	764224817-stool2	861967750-stool1	764184357-stool1	823052294-stool1	686765762-stool1	765701615-stool1	159227541-stool2	763982056-stool2	763536994-stool2	765640925-stool1	763860675-stool2	764487809-stool2	764143897-stool2	159490532-stool2	706846339-stool1	508703490-stool1	675950834-stool1	338793263-stool1	737052003-stool1	638754422-stool2	764325968-stool2	765094712-stool2	246515023-stool2	763820215-stool2	160158126-stool2	763536994-stool3	809635352-stool1	763901136-stool2	763840445-stool2	764042746-stool2	686765762-stool2	764062976-stool2	159753524-stool2	159227541-stool3
Bacteroides dorei/vulgatus	0.114712799132453	0.0199786930055208	0.185575728265102	0.0344165508237396	0.0275621216555193	0.144313006110915	0.186336975232305	0.0903196576859883	0.135897409529982	0.0370447823541008	0.403175919478326	0.255881224981089	0.0826972583121721	0.111196096482917	0.242596391770804	0.0120999471360266	0.0960635260788991	0.0206931046198445	0.062393508900131	0.150173881773053	0.304819220473632	0.0427112936950331	0.173005072192704	0.115393918845702	0.0193995983211368	0.00606174647217637	0.0844062734229216	0.0600228335447572	0.23341270390426	0.0112269600774807	0.316204168805036	0.156707696517866	0.331661429634722	0.0231877761652479	0.0354445276278184	0.0207499860635715	0.100753826865097	0.0893621108605206	0.0821515557859291	0.11078053740266	0.0695671819072173	0.114490051106631	0	0.0145789195076038	0.0160712757373576	0.00538573866715899	0.366334929085298	0.078250083776939	0.211200819878548	0.175377203847309	0.210114865859915	0.239838483758514	0.0600560503179183	0.0980214304187124	0.203694165743459	0.189399512081546	0.0878802572193982	0.0753544803204472	0.036508376604933	0.0998203302881016	0.221533054189103	0.00136887973690046	0.0693063383064416	0.181709953949878	0.106437813695902	0.34415981201805	0.164446726680915	0.0165957862207037	0.0376355114219976	0.0544382388534919	0	0.24528914832751	0.099540341015728	0.100492353298612	0.0246991912868857	0.104597595307677	0.136606017702154	0.0845430153197168	0.0474248958263678	0.201388793447775	0.0202516121225677	0.524370346015648	0.0395720192994884	0.0633024887417794	0.0884463545140218	0.0188168420704638	0.187641369970945	0.103606390266609	0.297863279839795	0.0615388569427538	0.0855572919995991	0.189420348752893	0.0117703164841309	0.0741085351117609	0.110636135868505	0.157527598531686	0.229924036629072	0.0148950257185816	0.0654859677269446	0.123395104616713	0.318041996633725	0.17893277207345	0.189122851757365	0.128927792786094	0.201052597348953	0.0426476099669498	0.184407331598	0.0583826529397129	0.0562856106845245	0.0826043009757896	0.0133236122655647	0.183038971861249	0.22175691240745	0.0866942292883917	0.0980567987723537	0.0540328933063893	0.0572575422009891	0.172895321106443	0.127145804285759	0.042189261189229	0.0925416476297729	0.144076796214124	0.416368669794385	0	0.222223167766644	0.140005768259744	0.193183629097093	0.0650981516913276	0.6294619029666	0.114576386936046	0.1582593592363	0.136611862533862	0.0683438861572872	0.0798649548217084	0.155584968024815	0.21863572058311	0.144106863681749	0.141699675729978	0.0755643049381293
Bacteroides eggerthii	0	0.00307963019067513	0	0	0	0.106487781176072	0.0389235165705367	0	0	0	0	0	0	0	0	0	0.00749437928717712	0	0	0	0	0	0	0.0217488233663801	4.0613255382701e-05	0	0	0	0	0	0	0	0	0.00635728842360847	0	0	0	0	0.115045081908864	0	0	0	0	4.73901047824002e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0120631085517985	0	0	0	0	0	0	0.0496642765464735	0	0	0	0	0	0	0	0	0	0.0528567443012596	0	0	0	0.021992517550453	0	0	0.00661410369880265	0	0	0	0	0	0	0.0272802088010523	0	0	0	0	0	0.00406239787870979	0	0	0	0.0334168624421015	0	0	0	0	0	0	7.64992691349814e-05	0	0.0295812660465286	0	0	0	0	0	0	0	0	0	0.00142820129874757	0	0	0.0317006904328182	0	0.00218442491952435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides finegoldii	0	0.00777228048665361	4.3537168212092e-05	0	0	0.00211118835113529	0.00677363024856471	0.00575057951185984	0.0238702579149754	0	0	0	0	0	0.0105321587564671	0	0.0631307396294328	0	0.0300448417688131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276364895185403	0.00813520246411787	0.0448362722730272	0	0	0	0	0	0	0	0.0168771959831721	0	0	0	0	0	0	0	0	0	0	0	0.00553171869609703	0.0271052359616457	0.0152172316670687	0	0	0	0.000214428946128395	0	0	0.000235658781756633	5.02596507381253e-05	0	0.00194584222719883	0	0.0359755883930856	0.000623030282675123	0	0	0	0.000748392812785892	0	0	0.0119452201664628	0	0	0.0100651223713113	0.00437111322816085	0	0	0.0267609465507232	0	0	0.00230438623831415	0	0	0	0	0	0.0301657223433956	0	0.000390611767357042	0.167358393628339	6.01211936168785e-05	0	0	0	0	0	0.0117537207195922	0.0121684837437377	0.00694356650336127	0.00040780652829955	0	0.0071378039445481	0.36489485372838	0	0.00770014025281056	0	0.00948789324944577	0	0	0.00130442385285611	0	0	0	0	0.000197685513079127	0	0	0	0	0	0	0	0.00976312154258445	0	0.00943000311284168	9.27745060958649e-05	0	0	0.244663600307092	0	0	0.00158746374196466
Bacteroides fragilis	0.000471428642022233	0	0.00130031009060115	0	0	0	0.0066710936438846	0	0.0268844081295281	0	0.0330724787116788	0.00630945227633436	0.0211627944228563	0.00342504401741801	0	0	0	0	0	0	0	0.0102065126418855	0.00445470946205633	0.000201052215080934	0.000157940437599393	0	0.00366657570338992	0.0058278377603699	0.0100346785159466	0	0.00963760399692791	0	0.0113311291194175	0	0	0	0.00529058437958085	0.0117515281707677	0.00205443154715923	0.000188420585532759	0.00782463974015888	0	0.218007942564464	0.000710851571736003	0.00414413756603125	5.4984570364053e-05	0.00362339752862876	0	0	0	0.00214464942873461	0.00293635984165063	0	0.00568381851836671	0.0548865526814202	0	0	0	0	0	0.001676651490555	0.0148930649856449	0.0468287165620963	0	0	0.0200988343301763	0.0296228945742933	0	0.0331335121102462	0	0.0227798331502549	0	5.38310503701632e-05	0.00130811741364655	0	0.00539036205446994	0.0137800406738568	5.39693682219705e-05	0	0.00136969944328948	9.20718054756127e-05	0.00025417370073105	0.0142557585054058	0	0.00311260267170669	0	0.00565071511408543	0	0.0236032158656592	0.0154623145538274	0	0	0.0157743518369905	3.62714096313374e-05	0.132304328440387	5.36133798333196e-05	0	0.00015330904372304	0	0.0125970842255681	0.012165313517858	0.000230218706555028	0.000146799443088473	0	0.000220317895108747	0	0.0012642002377286	0	0	0	0	0	0.00940692354426254	0	0	0.000572300014098403	0	0	0.000134659822374242	5.34041280876317e-05	0	0	0	0	0.00175480574311615	0.0219359271978331	0.00141435042835942	0.0279128830358844	0.00935883990400847	3.22097118340396e-05	0	0.0120412172057538	0.00541339243069372	0.0239159463621081	0	0	0	0.0240630227408769	0
Bacteroides intestinalis	0.000198496270325151	7.52965816790985e-05	0	0.00123950838581738	0.000286689613006719	0.0291050383480684	0	0	0	0.0111749748984146	0	0	0	0	0.000260762424810214	0	0	0	0	0	0	0	0	0	0	0.0016164657259137	0	0	4.66729233299841e-05	0	0	0	0	0.000292265954794936	0	0	0	0.0200369193299656	0	0	0	0	0	0.000170604377216641	0	0.000391765063843877	0	0.00270946727052198	0	0	0	0	0	0	0	0	0	0	0.000136017660509488	0	0	0.013966038834706	0	0	0	5.02596507381253e-05	0	0.0026511703558833	0	0	0	0	0.00119504931821762	0.0015161360849298	0	0.041842109554441	0	0.00232068283354473	0.0016356490531877	0	6.27762310060996e-05	0.00061077560921939	0	4.42505958413557e-05	0	0	0	0.00216007114056114	0	0	0.00106925315135926	0	0	0.00077620816611062	0	0.00319382562721346	0	0	0	0	0	0.0363519111727545	0.0221140186703789	0	0.00138157680057776	0	0	0	0	0	0.00129851561919041	0.00474355191780898	0	0.00564920326299354	0	0	0.000342768311699416	0	0	0	0	0	0	0	0	0.00916271240080812	0	0	0.00198420634007247	0	0	0	0	0	0	0	0.00196822198122669	0	0.00115967318812353
Bacteroides ovatus	0.0371542483133613	0.000131769017938422	0.00199856334078365	0.00526516836453402	0.00294466003956268	0.00391278900650334	0.184076509174585	0.00403899363070147	0.00440651820008085	0.00471118614117066	0.129840499024245	5.82267651931927e-05	0.336097327526258	0.0110764038177968	0.00818123046261286	0.00862827407930345	0.00604662752215652	0.00521438961151344	0	0.0619441257223278	0	0.0269808640947802	0.128580225361988	0.100921031534376	0.011006192208712	0.00826706756967291	0.0227883646815639	0	0.152595567063272	0.0105188206770614	0.0488609852861547	0.176802487003265	0.0545665436334687	0.00260015918403771	0.00300134256185441	0.100980625174444	0.127192711463293	0.152680919079048	0.0126341811362194	0.0145554902324056	0.00766175748701343	0.0248684903280864	0.113351592555704	0.00198226038289811	0	0.000636250028498327	0.0917987915231377	0.00712991294705876	0.0839498953032413	0.0110924767418409	0.161031809886533	0.0783593975691768	0.00410667453224547	0.0505472148801982	0.00310589623504614	0.0298872535918816	0.039931820836353	0.102967417769653	0.068409154960107	0.0769958763512474	0.145283245547379	0	0.162950592236936	0.0455873244038738	0.0275720774655261	0	0.0362997342628776	0.00607287790879672	0.0187672800507764	5.37573128902159e-05	0.196223772115124	0.011091614685299	0.0764670070508168	0	0.00349813285718309	0.0295581391778077	0.00813406947187186	0.000701601786885617	0.00665677970189019	0.013038984586561	0	0.105587765700278	0.241099442834446	0.0112522943710876	0.0435489328147475	0.00646509944554815	6.48761781180876e-05	0.0118187082071112	0.0234582923134755	0.00464570675370098	0.00756449440603051	0.0320516212247498	0.0151429356340034	0.00260635986350896	0.228007844792432	0.00958722117233682	0	0.00045735050858554	0.0941767956089049	0.105950677400024	0.108524893239638	0.0147296839884856	0.0858964946481783	0.0664378481388298	0.000237147734318443	0.000570421662598797	0.00560733976411881	0.0278120557205043	0.000373003669942347	0	0.0066612164880547	0.0039629170094206	0.124846211075477	0.0108831716684819	0.00677613790206303	0.0464426003504458	0.00248983093081659	0.0813378030864763	0.0913549067464654	0.0194925067519856	0	0.00780151756972983	0	0.175421283072556	0.021420269083701	0.0968425071826483	0.128064082903973	0.24952209126522	0	0.0397065222634123	0.113955431317126	0.0330070001792073	0	0.0336917319795628	0.11323825964202	0	0.0543001434049034	0	0.00145345706244816
Bacteroides plebeius	0	0	0	0	0.0290842781802737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113975659860927	0.0211060783482477	0	0	0	0.00380347462109208	0	0	0	0	0	0	0.00585070194030001	0	0	0	0	0	0	0	0.278144530570287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21702839873139	0	0	0	0	0	0.165896117423839	0	0	0	0	0	0	0.000257018102712156	0	0	0	0	0	0	0	0.0333483623565591	0	0	0.0299930321671314	0	0	0	0	0	0	0	0.0737544309211002	0	0	0	7.48128681903619e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides stercoris	0	0.000112944872518648	0	0.0130724258300696	0.0133836872502377	0	0	0.0130801686787592	0.0059517113662766	0.0236169537535655	0	0.0217337223760111	0	0	0.0104487961099391	0.0173333473614706	0.0351248879332097	0.00330672522748591	0.0121790988028381	0	0	0.0683642696654864	0	0.135383535330124	0.0366006657508901	0	0.0476454755454147	0	0	0	0	0	0	0.00880829118933704	0.0105158543990212	0.0417004344796584	0.0166888717428225	0.0289449404756831	0	0.358887380986896	0.000130492219973465	0.0108736032062097	0	0.0186754924926483	0	0	0.00991242902861131	0.113769527182821	0	0.16294059924756	0	0.0438251706366357	0	0.0648821150769822	0.0533254739454807	0.00735232581680655	0.108989898092004	0.016886006597944	0	0	0	0	0.0767150727330912	0.153590195405574	0.00976132339576227	0	0.275804435350159	0.00209693862200252	0	0.00499943009879007	0	0.0017094265867957	0.0155437157943846	0.0125011220723103	0.0255168150774896	0.128184652514117	0.117734670926805	0.0414592686681178	0.070131028169675	0.138721462643596	0.000410556550779891	0.0693894202995768	0	0.0192268838930691	0.0338856538280646	0.0087362467797648	0.0094038020182168	0	0.0631943980082292	0	0.0697016735559371	0.12428491192931	0.37701764764535	0.00742475755153477	0	0.0682743415014539	0	4.50908952126589e-05	0.0669290506431187	0	0	0.0873812084076813	0.051338400109838	0	0.0528258053084701	0.00538326853389925	0.100218454329614	0	0.0109122866751409	0.0765370493933338	0.00100793869741353	0.010713815834514	0	0	0.012291178011133	0.0925695272804167	0.0083102272903125	0	0	0.0687684957384433	0	0.0323462920775722	0	0	0.190636664390553	0.140796171510465	0	0	0	0.0888730368924821	0	0	0	0	0	0.0712787812929285	0	0	0.00470363445102904
Bacteroides thetaiotaomicron	0	0.00825627018111315	0.000493421239737043	0.0136943738431302	0.000874584768792648	0.0256110915338385	0.0205477141439259	0.0160056342043298	0.0323947029616517	0.00222992696385597	0	0	0.00817119006882507	0.00402992564434734	0.00130838690343371	0.00792137232567205	0.0165173230863534	0.00250290701352645	0	0.00570378319693419	0	0.00194219911321593	0.0781945762982907	0.0054434887233163	0.00143364791500934	0.00101837340732563	0.00239102753918197	0.00630036514634584	0	0.00494959935084729	0.0119973043477452	0.0208260626794472	0.0276161287324689	0.00110456374639741	0.00240585494913958	0.0837122253791814	0.0274045030570859	0.0201938024761752	0.0134401775540131	0.00410756876461414	0.0439383616178152	0	0.049707172745047	0.0107253285143528	0.00173743521484947	4.12384277730397e-05	0.014663105788369	0.0294509057241774	0.0270401600849107	0.00692540662919772	0	0.122615610772311	0.00106469339724883	0.00430592311997478	0.0207086851064464	0.0169309909350926	0.00705279518270887	0.0136324863157182	0.0147047456252621	0	0.0639377704397038	9.09698559332585e-05	0.0262326781642017	0.00421027499230194	0.00561036228282042	0	0.0111735940343185	0.0107789501645988	0	0.00583266844858842	0.0373033612952816	0	0.0114054537971783	0.0110409910142645	0.0118023960746699	0	0.0231961046892917	0.00957956285939977	0.0016315290303837	0.0265636843360078	0.00973282685518568	0.0113884992476808	0.16196944931774	0.0137265348299885	0.00451533671816066	0.00835272393130008	0	0.022382806128918	0.103899237136247	0.00646789628395394	0.000472856971318239	0.0198752687502727	0.0981085377280392	0.0018063161996406	0.0211483798694756	0.0100823790303688	0.0298803800446347	0.000428363504520259	0.0739417850391332	0	0	0.0185646855335112	0.0187639800973343	0.0472357283244242	0.00336902781270458	0.00226587978504607	0.00245193675140104	0.0180937010696701	0.00177819852998378	0	0.0114278455017562	0.00127450597287899	0.0168794216830714	0.000261196120043566	0	0.00537326124347945	0.00105115615587821	0.0130646484178007	0.0270221865558391	0.0140826685767085	0.0677804585804679	0.00293562986922504	0	0	0.0250320950201063	0.0596918500251865	0.0364902410516731	0.0951953320435042	0	0.00888021755264472	0.0153295450654242	0.00584515373101952	0.0120142985394145	0.0142282775821385	0.00394956604282233	0	0.0181943452534682	0.0267175258468995	0.000860735210740577
Bacteroides uniformis	0	0.0437473139555562	0.0861687633253726	0.00791256083282628	0.0186565987400954	0.0771604388890426	0.0639983771695813	0.0305635883767664	0.0485512892961331	0.00944822950594818	0	0.0256935305875828	0	0.0304884779634075	0.00325724292043636	0.0332285843972636	0.050282149682115	0.02303637108988	0.0794872590095419	0.019538491376732	0.0290608690138194	0.0176506599761178	0.114521729529483	0.0326810375614059	0.0180850826219167	0.0467457940293858	0.0215442586009555	0.000429057124661545	0.0427026133187134	0.0165195644504061	0.0972576862541998	0.0986836391098407	0.0504703044722679	0.00511566202254861	0.0199124470674536	0.0133542048026808	0.0423298466733815	0.0605961152234829	0.0820045168914127	0.14684423747363	0.00704168642031809	0.0677081120706167	0	0.018942772683621	0.0185001392519941	0.00450736015559324	0.0276946232158935	0.157189241946134	0.0755886365273524	0.0729179781555705	3.7559534653846e-05	0.00765147612583963	0.0120457208150807	0.108402196426868	0.0476958337539992	0.169457349039766	0.0872897274618611	0.0204900877822497	0.00745253127173348	0.151898997100453	0.0408967557161741	0	0.13733733617655	0.0432375091778716	0.102183331046689	0.0930708212368605	0.0258090585287291	0.0698189141459396	0.0269690378618081	0.178775319747702	0	0.0525542078543676	0.0456621884764909	0.0770589166332524	0.0173602990862689	0	0.146981158287127	0.0711748028111347	0.0261127045317471	0.193321561247999	0.0323699357559852	0.0188467902273412	0	0.0130937513094572	0.163482693786562	0.00637859053236062	0.0502718295772826	0.233939428783359	0.0788577355282484	0.0219446481062723	0.0530238803783614	0.069810315488073	0	0.00726879049012002	0	0.158900866960845	0.236335034750561	0.0117281418448126	0.128928919190542	0.112160983602436	3.81357790528464e-05	0.103187043539689	0.053480166343616	0.0187066468098327	0.0566997282974655	0.00591726568069355	0.069714526012808	0.168041800507688	0.00551916809559522	0.0150232926691809	0.00233571379831064	0.0243709439001454	0.0965600681555617	0.0563279478878567	0.0144875397175898	0.0757926583486061	0.0642462072228605	0.0431988977414623	0.0250184483989104	0.0961327709705458	0.129327134918974	0.00508545982396054	0	0.0756674919815248	0.10669845634483	0.0440194957575933	0.0514585849968484	0	0.0318079299682172	0.0867858475656364	0.0289348097555721	0.129961930082917	0.000333988221945114	0.0303225587816066	0.239672530941755	0.0347897402251246	0.0980155560586762	0.0597886096695862	0.0118704147536325
Bacteroides xylanisolvens	0.0124556409629032	0.00366600232050111	0.00159999093179438	0.00585475753035424	0.00109776718904471	0.14397325858156	0.0922091489284259	0.0272127195868511	0.0070546350479268	0	0.113867108306225	0.265553976205663	0.130195974683472	0.00687365485146963	0.00415161228974157	0.0165351011014028	0.00702096560629548	0.00610685244886862	0.0193850259644938	0.0342226991816051	0	0.00978219054823568	0.0751334916405001	0.0249907903345602	0.00579246554895773	0.00233714002871689	0.00769080510772443	0.000275822437282422	0.167649140601303	0.00514507533117136	0.0211335800650123	0.0727634426777108	0.0710094753566884	0.00310406600264967	0.00351860934408552	0.0543892748782453	0.0754024635916801	0.0345878311409119	0.00463866582438542	0.0254529293828252	0.00534610313703788	0.0167938645462521	0.140993709167023	0.0207248775739632	0.0163493983387142	0.000597957202709076	0.0690670423658798	0.0627592900364609	0.0495643673995502	0.0105251233843023	0.0551092272208556	0.12857162143189	0.0146946045603049	0.0118703826550656	0.0533554410819296	0.00594673411653471	0.016557207816194	0.0616266934122038	0.0996715777040263	0.0519401597197649	0.11128027541351	0.000415862198552039	0.0756445166911451	0.0106516245475901	0.0413013055991157	5.02596507381253e-05	0.0176508114505454	0.024551180221845	0.0151802863243333	0.0291297439223857	0.135757144835126	0.00547520420373906	0.0141558840270288	0.00818073428411987	0.00243348372673606	0.0319275290918604	0.00407340141523452	0.00296156908118063	0	0.0128788111371245	0.00731186150643545	0.0404076569861559	0.171246616299132	0.0113226212109069	0.0210008998376381	0.00885130363430422	0.291280137712045	0.0907788518123755	0.0427484222399774	0.00471015884517851	0.0028435317869813	0.0282984916577853	0.00986501463748029	0.00106547265792054	0.0796013182551684	0.079500983238551	0.0990370989807581	0.00182618125611268	0.20416481720998	0.113067122596903	0.0506188907294781	0.00699147793267523	0.0418848923837688	0.0793098239034652	0.0114748903702472	0.00209870500260371	0.0152290250411863	0.0216187507795837	0.000332005421737477	0	0.00615205826574477	0.00208600782279803	0.0484321360753871	0.00271720505832867	0.00668200811464345	0.032311104962639	0.0021137379221464	0.0474636734905435	0.104272150207715	0.00431238334307626	0.0862405338064397	0.00401548698441977	0	0.192734517078679	0.0233451835468131	0.0411997694438192	0.132541868818968	0.118378471687338	0	0.0451626173787284	0.0734198349036971	0.027792051702206	0.00146451184622758	0.0199040385848494	0.0720466025689693	0	0.0172440927438824	0.0865947786707482	0.00120026174970785
Bacteroidetes oral taxon 274	0	0	0	0	0	0	0	0	4.52946070492892e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium adolescentis	0	6.58845089692112e-05	0.00180243876398061	0.000429988749770278	0.000482654664935362	5.24301742831611e-05	0	0.000632214697472299	0	0.00121270378716193	0	0	0	0.00243916552157865	0.000111827940464419	0	0.000120359410393637	0.000616100187944972	0	0	0	0.000161375292886954	0.000104783819869602	0.00211607456372684	0.000544217622128193	0.00255940406603002	0.000440189170393333	0.00551281950305261	0	0	0	0.000166263658292453	0.00414221939580682	0.000370875418498402	3.71847751026211e-05	0	0.000201119206348789	0	0	0	0	0	0	3.90968364454802e-05	0.000354578615275401	8.24768555460794e-05	0	0	7.93664810240996e-05	0.0249460275315152	6.43877736923075e-05	0	0	0.000144823840671824	0.00174157846478242	7.02093756379541e-05	4.79455824793261e-05	0	0.0084866776663344	0	8.96072649346498e-05	0.000202732821794119	0	0.00146352128195886	0.000217142734618612	0	0	0.000182839334888503	0	0	0	0.000116287522911272	0.000549076713775664	0.00187216804154919	0.00346771431059889	0.00370875337935752	3.56534040720745e-05	0.000388579451198188	0.0112023420040739	0.000181818510171169	3.76657386036598e-05	0	0	0.00240723241376975	0	0	0	7.75887622327996e-05	9.01746546921079e-05	0.00144011753197412	0	0.0048895961497241	0	5.07799734838724e-05	0	0	0	0	0	0	8.71674949779346e-05	0.000125802571887993	9.20110469500401e-05	0.000166745722692828	0.000280497320161599	0	0	0	6.00235790711823e-05	0.000242055164506085	0	0.000350489142541722	0	0.00200585225520636	0.000954572587806208	0.000196065745570749	0.000586514666685667	0	0.000125233634808045	0	0	0.000172974823944236	0	0	0.000370807165956091	0	0.000238894484117852	0	0	0	0	0.000561455589943556	0.000654060267975848	0.00121808569464573	8.19054298336874e-05	0.000393660426875525	0.000142747074737055	4.79152185202646e-05	0.000913822472241343
Bifidobacterium angulatum	0	0	0	0	0	0	0	0	0	9.65336347989597e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00187481190562971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000855934779849193	0	0	0	0	0	0	0	0	0	0	0	0.000107214473064198	0	0.000324048593026318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000686670467333206	0	0	0	0	0	0	0	0	0	0	0.000270698784205662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100460046170602	0	0	0	0	0	0	0	0.000182859099598193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74881568555428e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211928764534715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium bifidum	0	0	0	0	0	0	0	0	0	0	0	0.000331892561601198	0	0	5.33724261307456e-05	0	0	7.21992407748015e-05	0	0	0	0	0.000157563818026142	0.00158328619376236	0.000263986159987556	0	0	0	0	0	0	0	0	0	0	5.97121901109971e-05	0	0	0	0	0	0	0	0	0.000150695911492046	0	0	0	4.96040506400622e-05	0	0	0	0	0.000191374360887768	0	0	0	0	0	0	0	0	8.11027304504612e-05	0.000153775786872489	0.000183056375114528	0	5.25321769361471e-05	0	0	0	0	0	4.71021690738928e-05	0	0.00126019692991689	0	0	0.000226671346532276	0	0	0	0	0	0	0	0	6.84804102357592e-05	0	0	0	0	0	0	0	0	0	0	4.50908952126589e-05	0	0	0	5.6611157349597e-05	0	0.000351277655806223	0	0	0	0	0.000765300633157575	0.000167542736816598	0	0.000107536441461665	0	0.00459102410999653	0	7.06543227281979e-05	0	0	0.000107727857899393	0	0	0.000103784894366542	0	0.000125753977489523	0	0	0	0	0	0	0	0	0	0.00114551888730514	0	0.000229635249010723	0	4.79152185202646e-05	0.000104370586931118
Bifidobacterium breve	0	0	0	0	0	0	0	0	0	0	0	0.000104808177347747	0	0	0	0	0	0	0	0	0.000183962817052574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000758924820365206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67666558533267e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192908949729268	0	0	0	0	0	0	0	0	0	0
